# File hw03-data.txt
#     x                  y                  ignore             z
You'll need to skip this line, but do not delete it!
 -1.2093023255813953 1.733100609598015 1.0262916270884836 3.8227004529597255
 -1.1550387596899225 1.8685322318275985 1.045549443692898 3.837819514168775
 -1.1007751937984496 2.001802749665696 1.0644433930528598 3.852321866077424
 -1.0465116279069768 2.1279312975627196 1.0829869707650288 3.866196833671364
 -0.9922480620155039 2.2422721674596255 1.1011929352616012 3.879434203746663
 -0.9379844961240309 2.340732822006628 1.1190733605394498 3.89202423242758
 -0.8837209302325584 2.4199659486546388 1.136639684257349 3.903957652338925
 -0.8294573643410854 2.4775265419285404 1.1539027516811295 3.9152256794276656
 -0.7751937984496124 2.511986642344625 1.1708728558995911 3.9258200194287642
 -0.7209302325581395 2.5230023475183234 1.1875597746846058 3.9357328739704958
 -0.6666666666666665 2.511329950773187 1.2039728043259361 3.9449569463147376
 -0.612403100775194 2.478790449900439 1.220120790733918 3.9534854467280134
 -0.558139534883721 2.428184091597691 1.2360121580705525 3.9613120974793388
 -0.5038759689922481 2.363158961834934 1.2516549351410062 3.9684311374611867
 -0.4496124031007751 2.28803978892301 1.267056779752513 3.9748373264301726
 -0.39534883720930214 2.207624993193197 1.2822250012256842 3.9805259488643365
 -0.3410852713178296 2.1269615073156856 1.2971665812238833 3.9854928174341855
 -0.28682170542635665 2.0511079344614527 1.3118881930492432 3.989734276084938
 -0.2325581395348837 1.9848971587923085 1.3263962195388217 3.9932472027277033
 -0.17829457364341073 1.9327095484649555 1.340696769681018 3.996029011537617
 -0.1240310077519382 1.8982673942506996 1.3547956940605195 3.998077654857235
 -0.06976744186046524 1.8844602303300981 1.368698599229511 3.9993916247037906
 -0.015503875968992276 1.8932092345868863 1.382410861093493 3.999969953879205
 0.03875968992248069 1.9253770718075847 1.3959376373916947 3.999812216682029
 0.09302325581395365 1.9807274106540684 1.4092838793445894 3.9989185292207985
 0.14728682170542617 2.0579360141916525 1.4224543425343346 3.9972895493285656
 0.20155038759689914 2.1546528835177536 1.4354535970779743 3.9949264760786787
 0.2558139534883721 2.267612538222526 1.4482860371478585 3.9918310489021556
 0.31007751937984507 2.3927872584535277 1.4609558898889103 3.988005546307311
 0.3643410852713176 2.5255760972595853 1.4734672237780182 3.9834527842025698
 0.41860465116279055 2.661020793265727 1.4858239564669238 3.9781761138237113
 0.4728682170542635 2.794038451355622 1.4980298621464274 3.9721794192670625
 0.5271317829457365 2.919660072150973 1.510088578466555 3.9654671146304605
 0.5813953488372094 3.033263736605667 1.522003613044426 3.9580441407640836
 0.635658914728682 3.1307915028566065 1.5337783495889594 3.9499159616335504
 0.6899224806201549 3.2089398368223874 1.5454160536691692 3.9410885602979575
 0.7441860465116279 3.265314640046003 1.556919878150654 3.931568434505817
 0.7984496124031009 3.2985435996539705 1.5682928683229238 3.9213625919121404
 0.8527131782945734 3.308340588086757 1.5795379667384264 3.9104785449201835
 0.9069767441860463 3.2955190904578444 1.590658017782504 3.898924305151653
 0.9612403100775193 3.261954029423971 1.6016557719920455 3.8867083775494433
 1.0155038759689923 3.210493779044364 1.6125338901392285 3.873839754117248
 1.0697674418604652 3.1448264966318003 1.6232949470955267 3.8603279073006465
 1.1240310077519382 3.069307045358011 1.6339414354900141 3.846182783014549
 1.1782945736434112 2.9887526297682077 1.6444757691749736 3.8314147933221205
 1.2325581395348832 2.908216734596269 1.6549002865108575 3.816034808770582
 1.2868217054263562 2.832751975452168 1.66521725348179 3.800054150389526
 1.3410852713178292 2.7671729902955553 1.6754288666519863 3.7834845813576368
 1.3953488372093021 2.7158304986953508 1.6855372559727475 3.766338298343949
 1.449612403100775 2.6824071317947564 1.6955444874489927 3.7486279225300216
 1.503875968992248 2.6697446142480703 1.705452565673689 3.7303664903196307
 1.558139534883721 2.679710408114205 1.7152634362379482 3.7115674437428225
 1.612403100775194 2.713110076825945 1.7249789880240443 3.6922446205613904
 1.666666666666667 2.769649481807846 1.7346010553881064 3.6724122440830564
 1.720930232558139 2.847948585775274 1.7441314202388003 3.65208491269186
 1.775193798449612 2.9456062149550566 1.7535718140178873 3.6312775891024547
 1.829457364341085 3.0593127410741703 1.7629239195881676 3.6100055893462244
 1.883720930232558 3.185005395189931 1.7721893730339577 3.588284571497332
 1.937984496124031 3.318058924813265 1.7813697653789191 3.5661305241469905
 1.9922480620155039 3.453502647190949 1.7904666442257497 3.543559754634443
 2.046511627906977 3.5862537128969705 1.7994815153219654 3.52058887704332
 2.10077519379845 3.7113556331677664 1.8084158440557312 3.497234799972203
 2.1550387596899228 3.8242108773997794 1.8172710568854638 3.4735147140883997
 2.2093023255813957 3.920796625502444 1.8260485427066873 3.449446079474092
 2.263565891472868 3.9978535503066253 1.8347496541594233 3.425046612774171
 2.3178294573643408 4.053038770870762 1.8433757088791904 3.4003342741552154
 2.3720930232558137 4.085035798910697 1.8519279906945079 3.3753272540852244
 2.4263565891472867 4.093616318800617 1.8604077507736227 3.3500439599438203
 2.4806201550387597 4.079650901940772 1.8688162087230296 3.32450300247279
 2.5348837209302326 4.045068152689444 1.8771545536401832 3.2987231820769303
 2.5891472868217056 3.99276420305387 1.88542394512269 3.2727234749852885
 2.6434108527131785 3.9264668033621604 1.8936255142361078 3.246523019282977
 2.6976744186046515 3.850560386852537 1.9017603644423835 3.22014110082385
 2.7519379844961236 3.7698803175273983 1.9098295724908305 3.1935971390344084
 2.8062015503875966 3.6894859767837187 1.9178341892734445 3.1669106726193825
 2.8604651162790695 3.614423337382606 1.9257752406462574 3.140101345179518
 2.9147286821705425 3.549488166657667 1.9336537282183373 3.113188890752146
 2.9689922480620154 3.4990009713330372 1.9414706301099482 3.086193119285187
 3.0232558139534884 3.4666042453130674 1.9492269016813073 3.059133902055274
 3.0775193798449614 3.4550915351745672 1.9569234762332963 3.0320311570407372
 3.1317829457364343 3.4662763449552445 1.964561265681414 3.0049048342602074
 3.1860465116279073 3.500907032258368 1.972141161204183 2.977774901087637
 3.2403100775193794 3.55863168941883 1.9796640338671705 2.9506613275545477
 3.2945736434108523 3.6380146577829517 1.9871307352237075 2.923584071650317
 3.3488372093023253 3.7366039001219162 1.9945420978933497 2.896563064631336
 3.4031007751937983 3.8510460695344855 2.001898936119058 2.869618196349837
 3.4573643410852712 3.977243874899612 2.0092020463040345 2.842769300613205
 3.511627906976744 4.110548358052271 2.016452207529094 2.81603614058454
 3.565891472868217 4.2459770595227555 2.0236501820514206 2.7894383942352183
 3.62015503875969 4.378447834784345 2.0307967157854945 2.7629956398601663
 3.674418604651163 4.50301734850912 2.0378925387669637 2.736727341666502
 3.728682170542635 4.615113054802694 2.0449383656001663 2.7106528354461563
 3.782945736434108 4.710747777077844 2.0519348958900023 2.6847913143430198
 3.837209302325581 4.78670681778897 2.058882814658799 2.6591618147250893
 3.891472868217054 4.840698817364742 2.065782792748796 2.633783202172017
 3.945736434108527 4.8714632828493825 2.0726354872108366 2.608674157588376
 4.0 4.8788297401616925 2.0794415416798357 2.5838531634528574
